Latitude,Longitude,Depth,Magnitude,Magnitude Type
-29.543,-176.905,25,6.2,1
-28.663,-176.854,31,6.3,1
-29.305,-176.42,33,5.7,0
-29.027,-176.79,33,5.7,0
-30.376,-176.823,33,6.2,1
-30.021,-176.837,33,5.5,0
-30.251,-177.412,44,5.5,0
-28.569,-177.591,33,5.8,0
-30.151,-177.243,33,6.1,1
-28.062,-178.36,39,5.6,0
-29.732,-177.717,51,5.5,0
-32.647,-178.237,33,5.8,0
77.871,18.636,33,5.9,1
-22.472,170.574,33,5.6,0
-32.404,-178.313,32,5.5,0
38.896,20.6,33,5.7,0
-30.268,-177.142,33,5.8,0
44.915,149.123,41,7,1
44.595,149.501,49,5.8,0
44.537,149.426,47,5.8,0
44.496,149.309,50,5.6,0
44.854,149.391,56,5.7,0
-32.419,-179.209,130,5.5,0
58.942,163.556,33,5.6,0
44.388,149.617,44,5.6,0
44.517,149.185,55,5.6,0
-7.478,119.905,614,6.4,1
-50.319,139.562,33,5.9,1
-28.635,-177.593,78,6.2,1
44.499,149.183,47,5.6,0
44.799,149.786,54,5.9,1
-29.514,-177.079,59,5.5,0
-29.339,-176.461,30,6,1
-15.948,-172.507,36,5.5,0
-6.762,154.886,38,5.5,0
-29.894,-176.833,33,5.9,1
44.343,149.304,48,5.6,0
-21.468,-179.292,628,5.5,0
-29.453,-177.295,62,5.6,0
-7.633,127.518,193,5.5,0
17.172,-100.189,52,5.7,0
-9.817,123.752,15,5.7,0
51.502,159.492,33,5.6,0
-16.011,-175.232,328,5.5,0
-25.136,179.693,477,5.8,0
-18.108,-175.032,212,5.7,0
54.504,161.892,33,6,1
15.324,-89.101,5,7.5,1
23.456,125.582,33,5.5,0
-21.702,-68.222,98,5.8,0
43.06,145.852,78,5.6,0
-5.98,146.307,37,6,1
14.764,-90.61,5,5.7,0
15.571,-88.466,5,5.6,0
21.588,-106.614,48,5.5,0
44.474,149.286,44,5.5,0
-6.434,154.96,67,5.6,0
-15.257,-172.271,33,5.9,1
-4.637,152.768,73,5.5,0
37.2713333,-116.4883333,1.2,5.81,1
-12.433,166.368,39,5.6,0
15.67,121.703,47,5.5,0
13.916,120.123,29,5.8,0
-57.414,-64.415,40,6,1
26.558,140.275,548,5.5,0
-23.192,-177.415,232,5.9,1
-8.082,108.607,53,5.9,1
13,125.788,33,6.1,1
9.945,-69.693,13,5.7,0
-28.385,-176.791,54,6.2,1
-29.751,-177.209,37,5.5,0
-5.266,151.747,70,5.6,0
19.885,-76.878,20,5.9,1
13.677,-92.264,32,5.5,0
-22.951,171.812,48,5.6,0
-3.356,145.235,22,6,1
3.166,99.015,180,5.6,0
-6.313,154.778,56,5.9,1
23.019,121.687,33,5.8,0
51.471,-130.442,16,6,1
-19.481,-69.065,103,5.5,0
-39.999,-74.727,9,6,1
-9.266,157.276,25,5.6,0
-6.281,154.797,61,5.7,0
-8.232,121.438,30,6,1
-14.744,167.104,90,6.4,1
0.838,122.6,51,5.5,0
-7.266,155.441,45,5.8,0
-10.729,165.019,47,6.1,1
-11.846,166.392,72,5.6,0
16.759,-61.13,77,5.9,1
-6.256,154.716,50,6.1,1
37.306,-116.4715,1.3,5.84,1
37.2558333,-116.3118333,0.9,5.52,0
36.607,67.785,33,5.6,0
24.284,121.8,40,5.7,0
-39.109,177.134,51,5.5,0
-29.887,-177.873,33,6.8,1
-56.148,-27.427,33,5.9,1
-11.94,166.204,59,5.8,0
1.152,-90.601,33,5.8,0
-58.864,-25.557,33,5.7,0
-38.626,78.259,33,5.5,0
-38.795,78.328,33,5.9,1
-30.577,-178.198,59,5.8,0
13.773,144.687,116,5.5,0
-5.001,105.052,179,5.5,0
33.779,-38.629,33,5.8,0
3.929,-85.88,33,6.5,1
46.015,149.507,162,5.5,0
-12.89,166.449,84,5.8,0
35.956,141.576,34,5.5,0
-57.416,-25.67,33,5.8,0
-62.697,167.398,33,5.6,0
-15.245,-173.287,33,5.5,0
40.217,112.219,27,5.5,0
21.817,95.417,44,5.5,0
-3.873,152.092,21,6.4,1
17.62,145.547,217,5.5,0
-28.091,-70.752,52,5.5,0
40.311,63.773,33,7,1
40.167,63.806,33,6.2,1
0.782,-79.804,9,6.7,1
0.905,122.375,105,5.5,0
-6.428,154.827,54,6,1
-17.656,-178.501,560,5.7,0
-32.736,-179.663,143,5.5,0
23.221,120.753,33,5.5,0
-51.905,139.471,33,6.2,1
-25.837,-68.774,113,5.6,0
40.172,143.244,17,5.5,0
4.132,124.806,303,5.5,0
53.534,-165.465,46,5.5,0
-7.215,155.086,33,5.5,0
10.281,92.875,33,5.7,0
43.403,17.49,32,5.5,0
28.714,52.128,24,6,1
34.112,141.591,43,5.5,0
-28.501,-70.306,94,5.5,0
-47.572,99.919,33,5.8,0
-4.562,149.886,521,5.6,0
-28.197,-176.877,62,6.1,1
-62.872,167.626,16,5.7,0
40.888,42.855,44,5.5,0
-5.981,146.317,50,5.5,0
7.992,-38.015,33,5.5,0
-21.928,-175.033,54,5.5,0
-44.642,167.573,19,6.6,1
-23.767,-175.547,40,5.8,0
-29.934,-177.837,35,6.8,1
-21.725,-68.163,73,5.6,0
46.356,13.275,9,6.5,1
46.35,12.945,33,5.9,1
-28.041,-71.322,33,5.5,0
-7.453,154.63,34,5.8,0
-7.451,154.708,26,5.6,0
-7.578,154.595,33,5.9,1
-7.603,154.697,22,5.8,0
-51.506,139.678,33,6.1,1
-51.603,139.683,33,6.6,1
37.56,20.352,33,6.4,1
-4.612,130.408,56,5.5,0
10.782,-43.498,33,5.7,0
-6.375,150.348,17,5.6,0
4.461,19.348,23,5.6,0
-11.637,-74.478,33,6.6,1
-54.617,-132.522,33,5.5,0
40.381,63.472,10,7,1
-59.949,154.077,33,6.2,1
4.464,-75.783,157,5.9,1
-31.117,-177.791,72,5.8,0
-15.936,-175.093,292,5.5,0
3.684,125.077,173,5.9,1
-5.919,145.845,126,5.9,1
31.009,141.65,33,5.5,0
-5.578,154.265,115,5.8,0
-31.117,-177.839,31,5.8,0
-5.579,148.293,174,5.9,1
-4.935,153.691,103,5.8,0
-10.489,-78.322,73,5.9,1
-31.175,-177.651,33,5.7,0
-4.942,153.983,116,5.5,0
11.507,-86.845,33,5.7,0
31.251,141.615,33,5.7,0
51.606,159.363,43,5.5,0
-17.357,167.787,20,5.5,0
-5.39,154.081,109,5.6,0
24.57,98.953,8,6.9,1
24.531,98.71,10,7,1
-1.052,127.036,33,5.5,0
-41.637,-75.411,28,6,1
24.343,98.642,14,6.2,1
24.377,98.771,20,5.5,0
-62.753,-160.054,33,5.8,0
-26.574,178.309,617,5.6,0
-5.201,153.442,88,6.2,1
38.315,142.667,21,5.7,0
23.888,143.063,33,5.5,0
-10.086,161.012,61,6.2,1
-7.445,154.733,39,5.8,0
-10.098,161.046,54,5.5,0
14.087,124.829,33,6.4,1
17.403,-100.635,45,6.4,1
-16.299,167.26,13,5.6,0
24.894,98.752,33,5.9,1
-4.862,125.709,33,5.6,0
-6.515,151.412,18,5.5,0
37.545,20.551,8,5.5,0
-0.179,125.036,33,5.7,0
-15.305,-75.415,33,5.6,0
0.543,134.794,33,6.3,1
-1.438,-14.069,33,5.6,0
46.162,12.864,24,6.1,1
-24.814,-175.356,33,5.6,0
-15.297,-75.496,33,5.6,0
-15.205,-75.441,32,5.7,0
-18.02,65.414,33,6.1,1
24.742,125.929,36,5.8,0
3.397,96.318,33,7,1
3.396,96.404,32,5.8,0
0.543,134.807,33,5.8,0
-59.661,-26.443,59,5.8,0
3.4,96.387,33,5.5,0
29.913,138.582,433,5.5,0
-4.603,140.091,33,7.1,1
-4.273,139.862,33,5.9,1
3.665,126.75,33,6.5,1
-4.633,140.192,33,5.9,1
-5.129,151.618,119,5.6,0
-33.816,-177.834,48,6.1,1
-2.113,101.947,138,5.5,0
-29.522,25.182,33,5.9,1
49.915,78.952,0,5.8,0
3.242,128.201,92,5.5,0
-50.139,-114.815,33,5.7,0
-9.55,154.333,17,5.6,0
47.358,145.718,387,5.8,0
7.337,-78.47,22,6.7,1
7.385,-78.201,33,5.7,0
7.409,-78.127,3,7,1
7.037,-78.134,33,5.5,0
7.384,-77.991,33,5.6,0
-8.17,114.888,40,6.5,1
-8.127,114.862,33,5.9,1
5.799,-82.74,25,5.5,0
-4.607,139.954,33,5.6,0
-4.157,152.755,53,6.6,1
-21.693,-113.243,33,5.8,0
-4.73,101.822,33,5.8,0
24.782,98.698,9,6.3,1
-3.508,148.647,37,5.9,1
-29.967,-114.427,33,5.6,0
-58.957,-25.482,31,5.6,0
-4.534,139.949,33,5.6,0
-21.907,-113.332,33,6.2,1
4.956,118.308,33,6.2,1
39.57,117.978,23,7.5,1
39.664,118.401,26,7.4,1
-20.196,170.004,5,6,1
-20.266,170.012,39,5.7,0
39.295,72.79,50,6.1,1
43.172,45.603,21,6.1,1
-56.061,-27.284,97,5.8,0
47.782,48.12,0,5.9,1
-30.322,-177.964,20,6.2,1
-20.609,169.274,52,6.9,1
-35.647,-14.035,33,5.8,0
6.982,94.312,106,5.6,0
-34.525,-179.577,29,5.5,0
-20.842,-175.045,33,5.6,0
2.136,-79.024,33,5.6,0
-10.954,162.487,43,5.5,0
3.55,124.325,357,5.8,0
26.68,97.07,27,6.4,1
32.752,104.157,16,6.9,1
6.262,124.023,33,7.9,1
7.199,123.615,33,5.8,0
7.037,123.69,26,5.6,0
7.381,123.384,33,5.8,0
10.063,125.866,34,6,1
7.249,122.939,22,6.8,1
6.476,123.937,32,5.5,0
7.275,123.299,14,5.6,0
-30.396,-177.745,32,5.6,0
6.441,123.946,31,5.6,0
-30.265,-177.762,15,5.7,0
6.923,123.691,33,5.7,0
-30.275,-177.366,3,5.8,0
14.499,123.766,15,5.5,0
45.048,149.781,47,5.5,0
-20.412,-69.993,81,5.6,0
-6.722,129.567,120,6,1
32.571,104.249,33,6.4,1
60.22,-153.304,144,5.5,0
-14.047,170.939,31,5.9,1
32.492,104.181,33,6.7,1
6.52,124.085,58,5.8,0
-25.326,-70.694,8,5.6,0
13.045,124.445,23,5.6,0
49.969,79.001,0,5.8,0
-2.568,126.983,33,5.5,0
-29.756,-111.752,33,5.6,0
-29.627,-178.264,72,5.6,0
1.099,147.53,53,5.9,1
-56.252,-26.217,45,5.9,1
-28.29,-176.633,51,5.9,1
-20.414,169.364,75,5.7,0
-10.247,161.094,83,5.6,0
-8.156,120.623,68,5.6,0
-6.482,129.701,214,5.7,0
-21.327,-66.301,188,5.5,0
4.836,96.967,33,5.5,0
-14.905,167.246,114,5.5,0
-0.057,124.842,64,5.9,1
-14.332,167.238,172,5.5,0
7.797,123.847,53,5.5,0
46.28,13.157,16,5.5,0
-24.12,-66.766,173,5.6,0
-30.126,-178.005,60,5.5,0
29.795,89.559,82,5.5,0
-26.432,-115.067,33,5.7,0
4.127,126.412,58,5.5,0
-3.721,138.016,75,5.8,0
46.302,13.197,10,6,1
46.322,13.132,17,5.9,1
84.289,0.207,15,5.7,0
-9.214,148.139,15,5.9,1
2.412,126.792,50,5.5,0
-11.056,32.857,27,5.7,0
18.221,-100.469,55,5.6,0
44.88,149.225,64,6.1,1
-46.193,-13.905,25,5.7,0
40.028,106.327,29,5.7,0
-5.917,148.193,94,5.5,0
6.804,123.8,45,5.7,0
-26.578,-114.999,33,5.5,0
38.775,-0.59,10,5.6,0
73.404,54.817,0,5.8,0
6.922,124.069,41,6,1
-30.239,-177.876,32,6.5,1
-3.461,130.897,33,5.5,0
-58.256,-24.807,33,5.6,0
-35.121,-179.428,34,5.5,0
-6.983,155.642,56,5.5,0
-5.273,102.648,30,5.5,0
-30.536,-177.533,33,5.5,0
-30.379,-177.312,15,5.5,0
-6.426,153.002,22,6.3,1
-0.747,-78.779,33,5.7,0
37.092,141.271,81,5.6,0
18.948,121.303,57,5.7,0
4.35,124.834,35,5.5,0
-10.453,161.295,106,6,1
-33.138,-178.691,33,5.7,0
-18.173,-177.76,604,5.5,0
-4.468,152.375,121,5.6,0
7.084,123.449,33,5.6,0
56.143,-153.274,26,5.5,0
-4.52,153.438,105,5.5,0
50.382,3.959,33,5.5,0
6.243,126.298,85,5.8,0
-4.517,139.918,33,7.1,1
3.541,96.278,14,5.6,0
-6.089,148.531,77,5.7,0
-6.053,149.548,53,5.8,0
-29.349,77.659,33,6.5,1
-29.217,77.815,33,5.7,0
26.704,125.22,218,5.5,0
4.141,95.14,20,5.5,0
27.605,101.052,33,6.5,1
33.802,59.155,13,6.2,1
33.235,47.963,51,5.5,0
8.478,126.375,60,6.8,1
6.934,123.875,30,5.9,1
-3.778,139.972,33,5.5,0
38.09,142.241,38,6,1
-19.605,-173.329,33,5.7,0
7.991,126.833,60,5.5,0
7.848,126.115,36,5.5,0
5,-78.152,33,5.5,0
-57.364,-25.893,102,5.8,0
39.444,117.688,15,6.3,1
-41.636,80.209,33,6.2,1
50.983,156.223,112,5.5,0
-8.818,156.941,33,6.5,1
-4.17,135.141,33,6.3,1
3.745,128.131,77,5.6,0
7.029,123.579,60,6,1
-38.519,78.569,33,6,1
49.991,79.005,0,5.9,1
46.273,13.083,33,5.7,0
51.172,159.291,33,5.5,0
39.121,44.029,36,7.3,1
39.243,44.267,33,5.5,0
52.012,161.369,33,5.6,0
-19.498,-177.705,442,6,1
-38.923,-91.537,33,5.5,0
41.0351667,-124.9496667,41.78,6.3,1
-17.853,-178.811,576,5.5,0
7.34,-78.21,33,5.7,0
36.507,71.042,190,6.1,1
-20.52,-68.919,82,6.5,1
-19.947,-69.21,69,5.5,0
30.977,139.532,36,5.6,0
-20.381,-68.531,72,5.6,0
-56.186,-26.781,33,5.5,0
-56.076,-26.739,33,5.5,0
-34.57,-112.164,33,5.5,0
49.884,78.905,0,5.9,1
-18.933,-176.582,46,5.9,1
44.76,-110.793,5,5.5,0
44.525,-129.961,18,5.5,0
-5.936,151.976,34,5.7,0
-4.725,103.405,87,5.5,0
13.962,124.829,33,5.5,0
7.494,93.811,33,5.9,1
28.043,139.575,491,5.9,1
27.395,101.055,17,5.9,1
28.294,130.698,41,6.3,1
28.271,130.603,39,5.6,0
-17.318,-173.994,79,5.5,0
13.102,145.057,77,5.5,0
-20.912,-68.456,57,5.6,0
7.679,133.612,33,5.8,0
0.596,126.027,33,5.6,0
9.27,-83.932,66,5.5,0
48.802,-129.292,10,6.7,1
0.528,126.074,33,5.5,0
23.297,143.721,49,5.8,0
41.783,-125.953,15,5.5,0
-45.551,-74.888,33,5.6,0
-30.681,-178.191,38,5.5,0
-40.572,-16.711,33,5.8,0
-21.144,-68.588,89,5.8,0
-7.885,109.014,113,5.7,0
-2.532,126.582,33,6.1,1
38.146,91.007,27,6.3,1
-10.17,118.987,19,6.3,1
27.457,56.202,29,5.5,0
23.394,143.71,33,5.7,0
-3.63,144.447,33,6.6,1
-52.257,114.591,33,5.5,0
-31.282,-13.24,33,5.5,0
21.173,120.276,33,5.7,0
-11.273,166.108,42,5.6,0
-20.717,-179.246,653,5.5,0
1.577,99.856,178,5.6,0
12.96,125.96,33,5.6,0
12.989,125.927,33,5.5,0
26.677,142.579,33,5.6,0
-14.874,-177.233,36,5.9,1
-24.848,-68.674,33,6.3,1
-41.731,174.25,50,6,1
37.022,95.697,33,5.9,1
5.036,126.553,50,5.9,1
-18.014,-178.379,604,5.8,0
-13.379,166.511,39,5.6,0
-15.917,168.232,266,5.6,0
-10.925,164.66,25,5.7,0
-6.511,152.776,58,5.7,0
-17.437,168.694,14,5.6,0
-5.215,151.811,55,5.6,0
40.04,70.852,20,6.1,1
45.372,150.439,33,5.5,0
-24.689,-63.362,549,6,1
-66.448,-82.584,33,6.2,1
-21.821,-175.259,33,5.7,0
-60.933,-23.09,33,6.3,1
15.679,119.155,33,5.7,0
-0.117,125.063,33,5.8,0
25.973,-26.258,33,5.5,0
0.496,125.983,33,6.1,1
-45.48,-19.065,33,5.7,0
41.409,142.039,5,5.6,0
33.071,140.817,42,6,1
-41.367,80.643,33,6,1
53.566,170.032,33,6.7,1
-11.686,-13.622,33,5.5,0
17.241,-61.485,33,5.5,0
-6.277,147.557,49,5.5,0
-6.289,147.529,52,5.9,1
-6.327,147.7,58,5.6,0
9.215,126.12,64,5.7,0
6.867,123.976,45,5.5,0
-16.374,177.981,33,5.5,0
6.772,123.74,52,6.1,1
45.772,26.761,94,6.4,1
-1.68,138.705,33,5.5,0
-8.295,123.601,39,5.7,0
-8.323,156.229,33,5.8,0
-11.961,-74.202,41,5.6,0
-12.056,-74.031,14,5.6,0
0.451,100.021,22,6,1
41.606,130.878,528,5.9,1
2.594,127.173,59,5.5,0
23.743,-45.174,33,5.6,0
-4.953,131.007,41,5.8,0
-6.731,154.963,31,5.8,0
16.773,122.327,37,7,1
-5.491,152.199,37,5.6,0
44.2,148.196,70,6,1
16.743,122.458,33,5.5,0
16.814,122.354,39,5.8,0
-21.932,-138.958,0,5.9,1
13.199,145.28,33,5.6,0
27.609,56.393,29,6.9,1
27.602,56.52,36,5.8,0
-33.604,179.1,336,5.6,0
27.579,56.465,39,5.9,1
6.793,-73.045,164,5.5,0
-14.466,-177.949,33,6.3,1
27.651,56.446,54,5.5,0
-14.427,-177.957,2,6,1
27.619,56.586,35,5.8,0
-6.761,129.993,35,5.5,0
52.295,-168.257,38,6,1
-18.585,-174.147,93,5.6,0
-14.683,167.103,109,5.7,0
-48.984,124.611,33,5.8,0
27.545,56.329,29,6.2,1
-2.285,125.231,33,5.8,0
-16.696,-172.095,33,7.6,1
7.301,-34.857,33,6,1
12.01,144.188,17,5.6,0
31.983,50.683,41,5.9,1
-26.933,26.656,11,5.5,0
-6.407,130.011,118,5.5,0
-10.015,-71.181,564,5.5,0
-52.287,114.59,33,5.6,0
23.183,142.26,33,5.5,0
3.778,126.756,43,5.7,0
8.861,123.387,33,5.5,0
-5.544,125.372,526,5.7,0
-5.623,148.343,177,5.7,0
30.599,137.484,493,5.5,0
-9.828,160.323,33,6.7,1
-9.898,160.608,33,5.9,1
-9.89,160.348,19,7.5,1
-9.844,160.822,33,7.5,1
-9.818,160.291,33,5.7,0
-9.673,160.132,33,6.1,1
-9.802,160.21,33,5.5,0
-10.867,158.217,33,5.7,0
-9.833,160.177,32,5.5,0
-9.889,159.953,32,5.5,0
26.861,142.44,33,6.2,1
-9.965,160.731,33,7.5,1
-10.148,160.696,33,5.8,0
-10.245,160.728,33,6,1
-10.276,160.749,33,5.6,0
-10.168,160.657,51,6,1
-7.613,119.013,35,5.6,0
-17.748,-178.276,538,5.5,0
-9.884,160.652,19,5.5,0
-7.204,154.394,32,5.6,0
7.186,123.258,24,5.7,0
-0.979,127.347,20,5.6,0
2,126.882,77,5.7,0
39.268,117.708,22,5.8,0
21.747,92.99,40,5.7,0
28.424,139.502,430,5.8,0
1.487,-85.265,33,5.7,0
1.617,-85.263,33,5.5,0
-19.131,-177.672,499,5.5,0
0.482,134.924,33,5.6,0
-23.867,-176.556,48,5.6,0
-4.444,101.975,37,5.7,0
-10.218,160.613,33,5.7,0
15.699,120.82,189,5.7,0
0.665,98.676,40,5.5,0
25.474,142.512,9,5.7,0
18.814,145.352,207,5.7,0
4.237,95.774,56,5.9,1
-1.732,120.52,54,5.9,1
-64.944,175.687,33,5.7,0
49.944,78.846,0,5.6,0
-34.692,-179.052,33,5.5,0
52.428,-169.707,33,6,1
-11.814,166.505,138,5.6,0
36.243,31.344,67,5.7,0
36.436,70.762,210,5.5,0
-23.865,-70.155,32,5.6,0
32.636,48.086,40,5.8,0
38.539,141.485,78,5.5,0
-4.95,130.095,33,5.5,0
-3.195,130.701,12,5.5,0
-18.525,-174.057,41,5.5,0
13.309,124.645,35,5.6,0
-14.12,-14.433,33,6,1
-19.876,-179.098,690,5.7,0
19.043,145.689,108,5.6,0
-13.72,-14.606,33,5.5,0
-9.766,159.672,11,5.7,0
4.652,124.933,271,5.7,0
47.15,151.093,149,5.6,0
-22.878,-175.9,65,6.8,1
-22.892,-175.944,33,5.5,0
-2.268,100.833,53,5.5,0
-4.6,102.234,47,5.5,0
22.562,-45.124,33,5.6,0
22.65,-45.139,33,5.7,0
22.615,-45.111,33,6,1
-0.061,125.058,33,5.6,0
-7.599,127.654,58,6,1
-9.954,160.535,16,5.8,0
1.435,126.435,51,5.9,1
5.278,-82.651,33,5.5,0
-21.068,-178.574,594,5.8,0
-5.806,154.579,127,5.8,0
-7.41,129.737,167,5.6,0
5.064,127.334,128,5.5,0
-22.455,-175.1,33,5.5,0
-56.115,-27.558,122,6.1,1
-19.128,168.407,12,5.5,0
-6.3,131.05,33,5.7,0
0.505,134.96,33,5.6,0
29.88,67.454,10,5.5,0
40.316,63.682,33,5.5,0
24.051,122.214,33,5.7,0
-29.393,-112.301,33,5.6,0
-27.456,-176.713,33,5.5,0
-62.89,168.219,33,5.6,0
-53.863,158.602,33,6.7,1
-53.722,159.594,33,5.6,0
16.882,122.361,33,6.9,1
-5.258,153.542,57,5.5,0
-33.797,-179.72,31,6,1
-15.339,-173.152,33,6.2,1
-8.031,155.538,33,7.2,1
6.537,123.769,36,5.6,0
-20.494,169.623,108,5.5,0
-56.013,-27.788,112,6.1,1
-12.371,166.295,36,5.7,0
8.554,-82.751,33,5.7,0
-10.567,161.333,32,5.8,0
-8.172,107.644,52,5.7,0
-17.564,-174.37,57,6.3,1
-6.533,155.011,58,5.9,1
-9.244,148.28,33,5.5,0
-22.752,-12.752,33,5.7,0
-22.745,-12.703,33,5.6,0
-7.763,107.567,33,5.7,0
-19.28,167.655,12,5.5,0
46.632,153.706,33,5.7,0
-11.145,118.388,33,6.1,1
-11.085,118.464,33,7.9,1
-10.566,118.386,33,6.1,1
-10.192,117.412,33,5.5,0
-11.018,118.728,33,5.6,0
-10.803,119.174,33,5.8,0
-10.803,119.142,33,5.8,0
-10.926,119.148,33,5.8,0
-10.885,119.229,33,5.8,0
16.612,-86.852,14,5.7,0
16.7,-86.606,36,5.9,1
-10.913,119.053,33,5.8,0
-11.099,118.24,33,6,1
-11.108,119.127,33,5.8,0
-11.039,119.135,33,6.1,1
35.241,141.115,42,5.5,0
-11.186,119.144,33,5.7,0
-29.974,-177.909,59,5.7,0
-10.858,119.221,33,5.6,0
-10.734,119.142,33,5.5,0
-11.394,117.664,33,5.7,0
-11.298,118.137,33,5.6,0
-10.743,119.268,33,6.1,1
-10.443,119.072,33,6.1,1
-10.808,119.284,33,5.5,0
-10.057,118.355,33,5.5,0
-10.667,119.301,33,5.7,0
-59.426,-20.508,33,7.1,1
0.152,123.067,140,5.6,0
-8.062,125.3,25,6.8,1
-8.277,125.047,33,5.5,0
-8.289,125.1,33,5.5,0
-29.062,-177.148,44,5.5,0
-1.081,146.23,33,5.5,0
17.441,119.869,12,6.2,1
33.496,141.207,33,5.6,0
-10.976,119.123,33,5.5,0
7.335,-76.298,33,6.4,1
73.376,54.581,0,5.7,0
-11.739,117.467,33,5.6,0
26.408,126.408,97,5.6,0
-11.04,119.149,33,6,1
-13.682,166.706,33,6.5,1
51.207,178.388,34,6.4,1
33.306,140.661,17,5.6,0
51.096,178.265,31,6.4,1
51.261,178.402,33,5.5,0
51.144,177.954,8,6.6,1
51.179,178.249,41,5.5,0
50.092,78.961,0,5.9,1
3.125,128.009,62,5.5,0
-11.127,118.256,33,5.7,0
-10.351,161.05,61,5.5,0
1.589,126.447,64,5.5,0
-6.074,143.085,33,5.6,0
-11.102,119.508,33,5.5,0
-1.6,127.504,59,5.6,0
-11.223,119.356,33,5.5,0
13.947,-91.681,78,5.6,0
-6.572,107.088,105,5.9,1
-15.389,-173.214,33,5.6,0
-15.397,-173.295,33,5.6,0
35.048,23.029,33,6,1
-15.454,-173.289,33,6,1
-56.38,-25.661,38,5.9,1
-11.309,118.053,33,5.5,0
11.772,143.127,33,6.1,1
30.878,56.63,33,5.6,0
-56.531,-25.745,82,5.6,0
-13.575,166.747,73,5.5,0
-1.984,126.627,33,5.9,1
-16.372,178.026,22,5.5,0
-23.5,-175.228,15,5.5,0
20.033,-109.154,33,5.7,0
51.754,155.208,231,5.6,0
-11.206,118.217,33,6,1
-5.758,128.828,309,5.5,0
-11.298,117.245,33,5.6,0
-60.039,150.585,33,5.7,0
-21.517,-174.23,33,5.6,0
-11.336,118.021,33,5.5,0
-16.041,-172.925,33,5.5,0
-10.078,117.497,33,5.6,0
11.573,121.567,33,5.6,0
0.482,98.733,13,5.5,0
40.963,33.411,33,5.8,0
-29.011,-176.894,56,5.7,0
-18.58,-177.719,573,5.6,0
-11.483,117.383,33,5.5,0
-11.191,117.167,33,5.6,0
-9.965,117.327,33,5.7,0
-10.081,117.656,33,5.6,0
-9.952,117.319,33,6.3,1
-11.265,119.346,33,5.5,0
-9.932,117.318,33,5.6,0
-9.845,117.262,33,5.8,0
-10.008,117.158,33,5.7,0
-9.916,117.29,33,5.8,0
-9.893,117.38,33,5.7,0
-9.998,117.146,33,5.5,0
-9.515,-74.658,129,5.5,0
13.328,124.486,32,5.5,0
-9.925,117.29,33,5.6,0
-9.995,117.51,33,5.6,0
-25.856,-175.406,33,7.2,1
-11.165,119.379,33,5.6,0
-54.515,144.721,33,5.7,0
-15.723,-173.046,33,5.9,1
-15.371,167.411,125,5.7,0
-39.752,-15.941,33,5.5,0
47.053,153.908,33,5.6,0
-30.058,-176.853,20,5.7,0
-9.733,117.118,33,5.8,0
-9.752,117.155,33,5.5,0
-0.949,126.892,70,5.6,0
-27.914,173.084,33,6.7,1
-20.747,-173.957,33,5.5,0
27.794,54.879,33,5.6,0
22.608,121.614,158,5.5,0
2.429,128.419,76,5.5,0
-10.402,117.667,33,5.7,0
-27.952,-62.972,614,6.1,1
-21.486,170.3,89,5.6,0
-9.693,117.221,33,5.6,0
-15.565,-177.289,33,5.5,0
-15.55,-177.395,41,5.7,0
51.146,178.327,33,5.6,0
49.841,78.174,0,5.5,0
50.059,78.907,0,5.6,0
-6.392,154.699,72,5.5,0
-6.22,146.637,106,5.9,1
-10.213,118.729,33,5.7,0
-20.418,-178.572,600,5.6,0
-14.871,166.95,103,5.6,0
-11.437,118.225,33,6.3,1
-10.08,-74.761,48,5.5,0
51.659,-175.952,33,6.7,1
-10.108,161,70,5.6,0
51.544,-175.546,33,5.6,0
0.192,123.28,33,5.5,0
-7.153,156.089,75,5.7,0
47.391,154.306,33,5.5,0
-55.96,-27.857,127,5.6,0
-5.987,104.841,66,5.5,0
33.637,139.874,112,5.5,0
32.693,88.388,33,6.5,1
-4.353,102.022,33,5.9,1
-56.03,-27.832,141,5.5,0
29.269,-112.97,33,5.6,0
6.83,123.576,601,5.8,0
-10.231,161.126,92,5.9,1
-6.513,129.442,33,5.6,0
-31.028,-67.767,13,7.4,1
-31.178,-66.957,33,6,1
-31.247,-67.738,20,5.6,0
-31.021,-67.82,22,5.9,1
-31.067,-67.724,27,5.6,0
-31.341,-67.743,13,5.7,0
52.195,-171.546,53,5.5,0
-31.556,-67.695,33,5.5,0
-31.511,-67.634,33,5.8,0
-31.471,-67.628,33,6,1
-31.615,-67.573,23,6.3,1
-21.894,-138.959,0,6,1
-31.304,-67.631,33,5.7,0
-31.467,-67.876,33,5.7,0
-31.068,-67.666,33,5.5,0
-17.956,-178.12,564,5.5,0
11.8,125.472,33,5.7,0
46.42,153.28,33,6,1
-0.829,120.6,65,5.5,0
-20.481,-178.428,558,5.6,0
36.05,27.761,85,5.6,0
-31.681,-67.754,36,5.5,0
-31.354,-67.431,16,5.8,0
-32.032,-69.084,86,5.5,0
49.957,78.931,0,5.9,1
-20.611,-178.422,550,5.5,0
-5.026,145.027,66,5.7,0
52.929,159.714,15,5.8,0
3.511,95.892,41,5.9,1
-23.89,-176.077,56,6.2,1
-23.915,-175.95,33,5.9,1
-30.968,-67.7,32,5.6,0
-31.059,-67.706,35,5.6,0
-31.168,-67.718,19,5.9,1
-11.221,118.256,33,5.7,0
