Latitude,Longitude,Depth,Magnitude,Magnitude Type
-11.147,117.44,21.9,5.5,0
-17.295,66.675,10,5.9,1
58.391,-152.96,66.7,5.7,0
50.907,157.244,50.6,5.5,0
-20.529,168.207,37.5,5.6,0
33.493,138.654,24.4,5.5,0
-3.158,128.838,26.2,5.5,0
51.484,-175.032,13.8,6.4,1
51.479,-174.984,15,5.7,0
-7.281,-106.443,10,5.5,0
-47.906,165.653,33,5.5,0
-3.429,-76.913,112.1,5.6,0
-3.994,39.925,10,5.5,0
4.575,122.62,639.4,5.7,0
-15.13,167.238,132.3,6.5,1
24.897,-109.035,10,6.1,1
-48.688,106.802,10,5.5,0
27.22,141.605,47,5.8,0
29.496,131.595,31.4,5.5,0
-31.092,-179.093,144.8,6.6,1
-36.919,177.197,224.7,5.6,0
-8.473,158.891,116.2,5.6,0
-47.624,165.261,33,5.5,0
9.814,-84.828,26.6,6.4,1
9.919,-84.808,22.2,7.3,1
37.034,72.942,33,6.3,1
9.591,-84.659,40.8,5.7,0
44.462,148.772,33,5.8,0
9.253,125.606,39.2,5.9,1
20.231,122.038,123.9,5.6,0
42.891,146.969,21,6,1
-39.97,45.783,10,5.8,0
-32.672,-72.086,40.8,5.7,0
-5.843,147.664,88.2,6.2,1
11.426,-86.301,52.5,6.8,1
11.608,-86.425,61,5.9,1
-16.179,-72.974,93.4,5.5,0
15.125,147.596,11.4,7.6,1
15.331,147.553,33,5.7,0
15.552,147.529,45.5,5.5,0
15.198,147.51,36,5.7,0
-40.953,80.724,10,5.7,0
15.128,147.621,12.6,5.5,0
-41.093,80.906,10,5.8,0
-6.817,105.14,33,5.8,0
-15.152,-172.126,33,5.6,0
15.536,147.463,36.3,5.5,0
-60.527,-25.482,33,6,1
-21.618,-174.213,28.5,5.5,0
15.177,147.596,15.5,6.3,1
-25.988,-175.955,32.3,5.8,0
-18.049,168.126,36.3,5.5,0
-25.806,-176.058,17.4,6,1
-7.157,129.515,131.2,5.5,0
42.54,144.048,71.5,5.6,0
-30.991,-177.806,33,5.8,0
35.474,135.451,362.3,6.1,1
-17.564,-178.712,553.7,5.5,0
27.296,139.924,457.6,5.7,0
-14.858,167.278,119.1,5.7,0
39.436,74.9,33,6,1
7.368,-35.286,10,6.1,1
1.186,122.857,25.7,7.8,1
0.368,123.131,33,5.6,0
1.129,122.645,33,5.6,0
1.263,122.984,35.3,5.7,0
1.315,123.018,19.1,6.5,1
1.229,123.441,36.8,5.5,0
1.3,123.021,33,6,1
1.108,123.429,23.7,6.5,1
-6.27,151.178,51.9,5.5,0
1.234,123.254,32.9,5.5,0
-36.985,-73.303,11.9,6.3,1
47.488,138.956,505.2,5.5,0
-37.977,-73.3,26.1,5.7,0
36.04,100.274,10,6.3,1
35.986,100.245,8.1,6.5,1
36.239,100.254,9.6,6.3,1
-6.277,154.755,74.3,5.6,0
1.059,122.825,24.4,6,1
28.696,66.177,16.8,5.5,0
8.887,-83.5,22.7,6.4,1
-26.113,-178.021,17.4,5.7,0
-4.1,151.857,26.8,5.6,0
-54.279,1.271,10,6,1
7.329,94.308,20.8,5.6,0
-25.14,-112.481,10,5.6,0
14.056,-91.69,41,5.8,0
58.84,-156.858,211,6.6,1
58.82,-156.85,217,6.6,1
-5.604,150.164,81.6,6.4,1
40.775,15.766,10,5.8,0
-35.253,-104.142,10,5.7,0
6.905,-82.622,9.6,6.5,1
-17.054,168.495,229.2,5.7,0
-56.381,-27.058,33,6,1
-5.989,147.586,69.2,5.5,0
-61.979,161.434,10,5.8,0
-54.824,146.247,10,5.9,1
-6.176,146.807,100.8,5.5,0
41.82,130.858,578.5,6.3,1
17.282,-100.679,28,5.6,0
49.037,141.847,605.7,7.2,1
-6.07,149.775,74.2,5.8,0
-40.296,176.064,20.6,6.4,1
-35.925,-71.415,75.9,6.2,1
36.043,70.428,113.1,6,1
-3.075,35.891,5,5.5,0
1.158,123.869,29.7,6,1
-10.151,161.051,57.4,5.5,0
-31.835,-178.027,41.2,5.7,0
-5.648,150.233,80.9,5.6,0
10.94,-85.475,73.3,5.5,0
-18.08,-69.626,105.9,5.8,0
38.43,74.363,114,5.7,0
-25.398,178.101,613.5,5.9,1
26.619,127.846,32.6,5.8,0
13.081,143.841,140.7,5.5,0
5.121,32.145,14.9,7.2,1
43.874,147.623,17.9,5.7,0
-18.102,-175.13,232.2,6.3,1
-32.5,179.624,345.6,6.1,1
53.558,-163.537,33,5.5,0
-8.137,109.043,27.5,5.6,0
-36.299,-97.876,33,6.1,1
5.277,31.829,16.5,6.5,1
5.358,31.848,16,7.1,1
-7.363,120.363,588.9,7.1,1
5.436,31.876,10,5.5,0
-2.871,130.338,14.6,5.9,1
1.342,123.371,33.8,5.8,0
74.225,8.828,29.1,5.8,0
7.715,-36.963,10,5.9,1
-20.874,-177.987,485.8,5.9,1
56.956,-153.569,24.7,6.1,1
-6.016,-77.229,24.2,6.6,1
45.841,26.668,89.3,7,1
-6.018,-77.127,21.5,5.7,0
45.811,26.769,88.2,6.3,1
17.26,-100.707,22.6,6,1
35.522,140.339,67,6.3,1
-5.119,147.722,33,5.5,0
-5.485,154.117,144.7,5.5,0
1.081,122.776,33.8,5.5,0
-3.563,144.432,29.3,6.5,1
-16.125,-176.885,33,5.6,0
-1.211,-24.419,10,5.6,0
-17.573,-71.824,26.8,5.7,0
-18.874,-178.789,499.2,6.5,1
-9.103,120.264,33,5.5,0
-6.062,-77.136,25.6,5.5,0
1.253,123.422,34.3,5.6,0
9.457,138.202,20.6,5.6,0
6.371,126.396,77.2,5.8,0
11.76,121.899,18.1,7.1,1
11.603,121.808,17.8,5.6,0
47.869,85.076,57.9,6.6,1
11.312,122.252,22.9,5.5,0
-5.041,152.082,60.1,6,1
-22.607,-176.72,139.4,5.6,0
39.258,20.528,31.7,5.6,0
27.998,127.976,27,6,1
27.398,65.719,14.5,6.1,1
27.302,65.548,15.3,5.6,0
3.879,125.69,167.7,5.5,0
-21.038,-178.855,612.2,5.6,0
-1.12,126.816,24.2,5.6,0
36.957,49.409,18.5,7.4,1
36.636,49.799,15.2,5.8,0
-14.558,167.887,33,5.5,0
-19.648,-69.128,103,5.5,0
-14.64,167.934,19.1,5.5,0
-14.607,167.939,22.4,5.7,0
-0.611,146.473,23.9,6.2,1
-21.568,-176.483,180.5,6.9,1
-21.61,-176.502,193.2,5.8,0
-3.458,131,33.5,5.7,0
-22.015,-179.473,586.8,6.3,1
-22.215,-138.841,0,5.5,0
-21.552,-179.332,616.3,5.7,0
9.857,-84.392,8.1,5.5,0
-6.138,149.813,51.8,5.6,0
25.372,124.473,132.7,5.6,0
-6.904,108.12,13.5,5.5,0
45.371,150.17,41.5,5.6,0
-3.599,150.996,438.4,5.6,0
1.056,121.5,30.3,5.6,0
12.217,120.662,26.7,5.7,0
-17.827,-178.903,559.6,5.9,1
5.395,31.654,12.6,6.6,1
8.493,-103.127,33,5.8,0
-10.353,161.119,66.3,6.4,1
-12.67,166.894,96.5,5.5,0
-57.2,-25.49,61.9,5.5,0
59.325,-136.47,10,5.6,0
-25.355,178.342,584.8,6,1
-25.366,178.234,589.8,6,1
14.647,-60.458,28,5.8,0
-6.245,154.787,59.4,5.5,0
-13.295,-112.27,10,5.5,0
36.415,70.789,216.8,6.4,1
0.003,-17.376,11.1,6.6,1
-0.074,-17.523,11.7,5.7,0
11.721,143.165,26.6,5.6,0
-17.411,-174.283,160.5,5.7,0
15.679,121.172,25.1,7.7,1
16.385,120.412,18.2,5.6,0
16.521,120.93,15.7,5.6,0
16.285,120.457,12.7,5.7,0
-32.46,-69.958,102,5.7,0
24.249,121.818,18.8,5.7,0
16.433,120.838,18.3,6.1,1
16.495,120.981,23.1,6.5,1
12.615,-87.386,57.6,5.7,0
16.511,121.007,13.5,5.6,0
36.99,29.595,17.2,5.5,0
-6.82,130.601,97.1,5.7,0
16.386,120.938,17,5.8,0
16.4,120.919,26.3,5.7,0
-23.622,-179.893,531.3,6.3,1
12.036,143.75,22.5,5.5,0
16.488,120.658,19.5,5.6,0
9.481,-84.546,28.5,5.5,0
11.269,122.348,16.3,5.6,0
-7.504,127.76,130.5,5.5,0
27.247,65.508,18.8,5.9,1
-15.355,167.464,125.7,7.2,1
-15.429,167.402,113.1,5.6,0
-36.423,-104.519,10,5.6,0
-41.333,-88.411,10,5.5,0
42.416,-126.682,10,5.8,0
-11.78,166.547,30.7,5.7,0
-31.62,-71.695,35.8,6,1
-6.46,105.396,47.6,5.8,0
47.963,84.961,33.4,6.2,1
29.551,137.63,496.2,6.5,1
36.31,141.072,26.6,6.1,1
-1.08,-13.887,10,6.4,1
-15.962,-173.572,81.1,5.6,0
8.497,-103.253,10,5.5,0
-0.076,122.954,172.1,5.5,0
-20.199,168.328,47.4,5.8,0
0.333,126.175,53.2,6.2,1
-19.805,-177.385,372.9,5.9,1
6.572,60.24,10,5.5,0
-22.182,171.138,131.3,5.5,0
0.964,-28.808,10,5.5,0
13.277,143.935,143.7,5.5,0
-19.435,169.132,140.4,7.1,1
60.115,-152.006,87.6,5.5,0
27.024,65.969,21.2,5.5,0
35.432,-35.648,10,6.3,1
51.294,-178.901,33,5.5,0
-31.003,-179.706,358.3,5.5,0
41.564,88.77,0,6.2,1
-11.167,161.963,31.8,5.7,0
-11.164,161.997,29.1,6.7,1
26.979,101.154,12.3,5.7,0
-40.229,78.308,10,6.2,1
7.507,93.975,21.4,6,1
-34.597,-107.776,10,5.7,0
46.189,142.289,309.4,5.7,0
-11.246,161.919,43.5,5.7,0
-33.373,-178.046,33,5.9,1
-27.487,-104.266,10.5,6,1
-22.118,175.014,32.5,5.5,0
-4.455,144.508,214.3,5.5,0
5.792,-77.504,10,5.6,0
0.525,126.084,11.3,6.4,1
-9.152,110.765,33,5.5,0
19.592,-77.874,10,5.5,0
-26.109,-177.553,33,5.7,0
-6.87,125.452,506.4,5.9,1
-19.447,-175.735,243.8,5.6,0
15.968,-47.92,10,5.7,0
6.146,-82.634,10,5.5,0
12.006,140.616,52,5.5,0
-0.143,-80.283,14.2,6.6,1
-41.21,-90.129,10,5.6,0
-3.134,148.134,40.6,5.8,0
-3.197,148.225,22.8,6,1
-3.14,148.174,51.6,5.5,0
-31.262,-69.063,112.1,5.7,0
8.461,126.506,84.2,5.8,0
5.443,31.686,10,5.6,0
-7.338,155.892,30,5.6,0
-24.449,-177.227,132.1,5.7,0
27.5,66.092,27.9,5.5,0
-20.548,-174.173,33,6,1
28.032,139.316,532.6,5.5,0
-5.178,151.729,73.8,6,1
1.126,123.006,33.7,5.7,0
22.692,120.909,33,5.8,0
15.12,59.267,10,5.5,0
-60.447,-65.029,10,5.8,0
51.457,-164.118,33,5.6,0
-60.689,-22.794,33,6,1
13.382,51.456,10,5.5,0
64.655,-17.617,10,5.6,0
-6.161,146.782,104.2,5.5,0
-5.917,103.796,59,5.8,0
-53.155,159.632,10,6.4,1
51.453,177.899,40.9,5.7,0
-12.995,165.984,33,5.6,0
15.469,119.327,33,5.6,0
-14.989,-173.632,33,6,1
-17.732,167.612,10,6.4,1
-6.726,130.373,33,6.5,1
33.267,138.643,10,6.5,1
33.189,138.685,10,6.2,1
-17.59,167.833,25.7,5.9,1
29.147,60.906,33,5.6,0
-36.19,-100.795,10,5.6,0
-13.559,167.079,176,6.7,1
13.038,145.39,49.4,5.6,0
13.088,145.277,56.4,5.5,0
52.705,160.57,33,5.5,0
24.248,125.215,35,6.1,1
-17.617,167.799,19.8,5.9,1
-24.036,-174.646,9.3,5.8,0
-41.48,174.955,36.7,5.6,0
-41.589,175.344,39.1,5.5,0
-2.711,67.908,10,5.7,0
13.445,-92.058,41.3,5.5,0
-19.503,-66.618,266,6.6,1
-23.497,179.029,548.5,6.1,1
15.724,147.931,36.8,5.9,1
-23.493,179.135,572.2,5.6,0
-2.211,92.249,32.2,6.8,1
49.043,155.076,82.9,5.9,1
-25.557,-176.311,44.4,5.8,0
-10.97,-70.776,598.8,7,1
37.093,103.781,11.7,5.7,0
-16.244,-173.153,30.6,5.6,0
-21.94,-179.39,591.9,5.5,0
-5.604,153.925,58.8,5.5,0
38.0618333,-119.1191667,10.903,5.8,0
73.361,54.707,0,5.7,0
35.121,70.486,113.9,5.8,0
8.307,126.462,44.1,6.5,1
-6.189,154.96,142,5.9,1
-35.143,-16.426,10,6.1,1
-35.368,-16.108,10,5.5,0
-63.653,172.65,10,5.5,0
-55.981,-143.243,10,5.5,0
14.694,146.894,40.9,5.6,0
-26.634,-70.481,59.9,5.6,0
-3.533,139.367,35.3,5.7,0
-6.704,125.636,515.3,5.5,0
-4.479,-104.735,10,5.5,0
-21.251,-174.366,28.3,5.6,0
-15.721,-72.619,121,5.8,0
51.186,178.948,33,5.5,0
28.251,55.462,10.6,6.6,1
28.237,55.365,17.9,5.7,0
53.452,169.871,24.8,7.1,1
5.643,125.247,77.8,5.7,0
-55.974,-27.538,47.6,5.7,0
11.757,-85.872,163.3,5.5,0
24.091,121.758,34.3,5.5,0
42.959,78.071,19.1,6.4,1
46.104,138.637,14.1,5.9,1
-22.258,-138.805,0,5.5,0
27.44,66.092,37.1,5.6,0
3.908,97.457,48.4,6.7,1
3.982,97.324,30.4,5.8,0
3.909,97.291,53.5,5.6,0
-59.707,-26.244,33,5.7,0
-31.688,-178.605,82.9,5.6,0
3.942,97.343,67.2,5.5,0
0.171,127.01,114.1,5.8,0
-18.109,-174.667,60.4,5.6,0
51.65,-171.331,33,6,1
-5.575,150.993,28.7,6.3,1
-5.005,145.791,61.8,5.7,0
5.538,125.851,125,5.5,0
4.707,-75.574,144.6,6.1,1
-23.575,-175.824,29.1,5.7,0
-23.78,-175.771,58.9,5.8,0
-23.89,-175.779,33,5.5,0
-31.01,-178.992,33,5.6,0
43.853,16.633,24,5.6,0
-21.088,-178.867,620.2,5.6,0
-28.041,-179.707,415,6.1,1
1.03,123.97,28.3,5.8,0
40.198,143.466,41.1,5.5,0
-26.722,-114.127,10,5.9,1
-22.727,166.7,11.8,5.6,0
43.729,-28.864,16.2,5.5,0
-5.264,131.37,75.1,6.1,1
-16.993,-177.268,413.5,5.9,1
-6.67,147.415,78.8,5.5,0
54.881,162.109,26,5.5,0
-5.94,142.282,32.4,6,1
-5.869,142.26,33,5.5,0
-15.461,-173.117,12.8,6.4,1
-15.372,-173.052,33,5.8,0
37.3,15.438,11.1,5.6,0
23.916,121.636,12.1,6.3,1
1.116,124.034,33,6.2,1
23.722,121.627,10,6.7,1
-6.02,142.291,33,5.5,0
23.681,121.625,10,5.9,1
23.807,121.678,10,5.7,0
-9.691,-78.982,38.2,5.6,0
-2.982,136.488,33,5.5,0
41.361,43.715,33,5.5,0
-19.467,-173.278,33,5.7,0
29.044,51.304,15.4,5.7,0
1.298,123.188,33,5.5,0
6.638,-81.926,19.3,6.3,1
-42.667,-15.948,11.7,5.5,0
23.701,121.579,10,5.6,0
52.618,160.716,21.7,6,1
23.669,121.606,10,5.5,0
37.612,70.338,8.3,5.6,0
-16.626,-177.556,10,5.9,1
-20.467,-174.161,13.3,6.8,1
41.004,22.3,13.3,6.1,1
-20.597,-178.574,599.3,5.5,0
-18.891,-177.971,457,5.6,0
-32.696,-69.647,116.3,5.5,0
9.869,-84.302,17.3,6,1
-14.948,168.036,26.7,5.7,0
-15.182,167.386,143,5.6,0
-0.656,127.387,31.7,5.6,0
-5.376,151.49,53,5.9,1
-40.732,-85.765,10,5.7,0
23.766,121.592,17.7,5.9,1
-0.668,127.337,38.7,5.6,0
-6.873,129.542,180.9,5.7,0
-22.725,-70.006,63.7,5.5,0
-14.875,66.777,17.2,5.9,1
8.257,94.061,18,6.1,1
-30.174,178.928,532.2,5.6,0
-5.097,150.967,178.6,7.5,1
0.857,126.689,70.5,5.5,0
-21.953,174.818,10.2,5.6,0
18.068,-105.847,35,6.3,1
17.951,-105.852,36.4,5.8,0
-21.208,-174.149,29.1,6,1
-7.225,148.585,40.2,5.5,0
-29.562,-111.805,10,5.9,1
-7.179,148.54,14,6.2,1
-7.171,148.441,38.8,5.7,0
1.973,126.731,83.6,5.8,0
23.613,95.901,19.7,7,1
-18.057,-173.534,32.9,6.2,1
-5.502,151.899,41.2,5.5,0
-5.396,151.837,27.7,6.2,1
-5.482,151.85,19.6,5.8,0
-18.006,-173.589,22.6,5.7,0
-18.043,-173.53,33,5.6,0
40.558,105.793,16.5,5.6,0
-2.928,84.566,10,5.8,0
-25.187,178.314,555.3,5.8,0
18.029,-101.7,30.5,5.5,0
-5.99,154.46,58.2,6,1
13.783,-90.687,69.1,5.5,0
-5.003,151.204,143.5,5.8,0
23.692,121.346,10.6,5.7,0
-51.145,139.415,10,6.3,1
23.747,121.29,8.6,5.5,0
-5.576,148.331,163.4,5.6,0
-21.235,170.029,78.3,6,1
-55.215,-129.13,10,5.7,0
51.965,178.838,108.4,6.4,1
33.821,141.412,66.2,5.5,0
-2.152,139.02,22,6.3,1
-2.275,139.206,33,6.4,1
-2.18,139.14,33,5.5,0
-3.515,102.63,112.7,5.5,0
-3.553,149.085,50.9,5.5,0
10.508,125.707,59.5,5.5,0
-41.985,171.701,27.2,5.7,0
-42.009,171.7,18.7,5.9,1
30.573,129.009,33,5.6,0
-44.159,94.223,10,5.6,0
0.511,126.082,36.9,5.8,0
35.993,70.423,142.4,6.9,1
-57.067,-141.111,10,5.7,0
-24.343,-115.893,10,5.5,0
51.693,174.221,33.5,5.7,0
-15.348,-176.901,27.6,6.1,1
-9.929,159.139,10,6.9,1
-9.858,159.174,10,6.4,1
8.745,-39.854,10,6.2,1
14.005,144.743,155.7,6,1
-32.015,179.75,364.9,5.8,0
-44.361,-79.529,10,5.7,0
-22.082,-179.556,614.6,5.5,0
-9.909,159.076,21.5,5.5,0
-32.984,-179.34,33,5.9,1
-6.279,154.697,44.8,5.9,1
-22.336,-112.578,10,6,1
4.21,124.235,31.8,5.5,0
48.268,154.328,38.9,6.1,1
-21.189,169.831,58.5,6,1
8.87,126.48,23.9,7,1
-19.028,168.493,39.7,5.7,0
1.562,127.093,129.9,5.6,0
-22.626,-113.022,10,5.9,1
9.047,126.551,38.1,5.5,0
58.427,-175.45,20.2,6.7,1
8.167,122.129,54.1,5.7,0
36.27,70.645,154.7,5.5,0
-15.125,-173.384,33,5.7,0
-7.388,128.922,123.6,5.6,0
40.386,78.959,20.6,6,1
-22.936,172.523,33,5.6,0
-20.118,-175.83,219.7,5.8,0
10.939,-84.637,196.5,6.2,1
-21.94,-174.919,33,5.5,0
-21.996,-175.031,43.9,5.6,0
-21.867,-175.057,16.1,6.2,1
3.231,-83.343,15.3,5.7,0
-3.984,102.369,58.7,5.7,0
-30.515,-178.589,227.5,5.6,0
60.904,167.023,13,6.6,1
61.029,167.003,10,5.6,0
60.834,167.057,10,5.9,1
60.682,166.937,10,5.7,0
-24.541,-69.901,55.8,5.5,0
61.528,166.365,10,5.8,0
-54.877,-131.533,10,6,1
-3.792,144.396,26.2,5.7,0
-51.154,29.255,10,6.4,1
4.926,-82.561,9.6,5.7,0
-59.707,-26.57,33,5.8,0
51.794,-175.264,39.4,5.7,0
10.174,-85.184,33.3,6.3,1
34.825,26.335,22.7,5.6,0
-5.791,-80.897,35.1,6,1
-9.71,-79.774,24.7,6.2,1
-11.668,166.544,32.6,5.8,0
48.261,154.854,40.5,5.6,0
-16.831,177.305,11.5,5.5,0
21.704,121.789,17.7,6.3,1
21.673,121.826,19.4,5.5,0
19.722,-70.314,33,5.8,0
-18.308,168.015,29.2,5.8,0
-3.959,-80.907,37.7,5.6,0
-16.111,-174.826,19.7,5.5,0
-16.55,-172.591,33,5.5,0
15.746,95.738,15,6,1
22.359,-106.994,10,5.6,0
-4.919,152.018,89.7,5.8,0
16.175,-98.278,20.5,5.8,0
-6.076,147.661,69.7,5.6,0
7.017,-78.153,32.9,6.3,1
-6.038,-77.13,20.7,6.5,1
-5.982,-77.094,19.8,7.1,1
-5.81,-77.339,24.1,5.5,0
-14.23,-75.511,50,6.3,1
-54.592,-132.516,10,5.8,0
-24.168,179.984,548.8,5.5,0
-15.008,-175.521,16,6.7,1
-3.1,130.356,29,5.9,1
52.433,157.903,144.5,5.6,0
-9.788,-74.702,123.9,5.8,0
-5.282,151.697,54.7,5.8,0
-11.036,166.787,46.5,5.6,0
13.058,-88.322,67.8,5.5,0
-20.116,169.055,32.2,5.8,0
27.155,127.419,83,6,1
2.664,128.543,236.5,5.6,0
37.457,68.273,33,5.5,0
-22.924,-179.342,470.7,6,1
16.865,-60.592,16.5,5.5,0
-14.883,-174.953,19.5,6.1,1
-6.9,129.562,127.3,5.9,1
-4.38,143.774,102.6,5.5,0
-18.287,46.416,18.6,5.6,0
9.685,-83.073,10,7.6,1
-2.759,134.432,10.3,5.8,0
14.002,-91.652,68.6,5.8,0
9.041,126.739,13.8,6.3,1
2.541,-79.747,23.7,6.2,1
9.047,126.77,33,5.5,0
9.741,-83.517,12.7,6.2,1
7.525,126.577,74,5.6,0
42.453,43.673,17.2,7,1
-11.258,-77.672,58.3,5.9,1
42.583,43.764,10,5.5,0
42.503,43.899,14.3,6.1,1
5.926,-82.612,10,6,1
-6.386,147.213,59.1,5.7,0
-6.61,154.912,76.8,5.5,0
62.476,-151.413,114.2,6.3,1
-21.724,-173.901,33,5.5,0
9.392,-77.281,36.1,6,1
28.08,139.585,433.1,6.7,1
42.683,43.247,10,5.6,0
9.542,-82.418,10,6.2,1
27.148,140.074,430.7,5.7,0
13.717,144.981,116,5.5,0
10.373,125.328,25.3,5.7,0
10.353,125.253,32.1,5.5,0
-20.871,-177.868,496.5,5.6,0
39.43,144.714,10,6.1,1
10.352,125.325,25.8,5.5,0
19.373,-156.267,36.3,5.5,0
-13.875,-74.458,107.1,5.6,0
-16.114,-174.147,115.2,6.3,1
-22.061,-67.18,193.8,5.5,0
12.279,47.487,10,5.5,0
-3.463,82.824,21.8,6,1
-4.39,142.715,59,6.4,1
-9.941,119.78,20.8,5.5,0
1.156,122.957,33,7,1
1.333,123.009,33.4,5.9,1
-18.038,-178.457,580.1,5.5,0
-7.517,126.539,18.4,6.6,1
-60.306,-43.821,10,5.8,0
-16.506,-70.701,127.7,6.8,1
9.482,-82.694,10,5.7,0
-22.256,-138.794,0,5.5,0
54.567,-161.606,28.4,7,1
54.572,-161.827,33,5.6,0
-6.048,130.599,33,5.8,0
-56.837,-140.932,10,5.6,0
-24.905,179.924,505.3,5.5,0
-40.022,-74.801,10,5.6,0
-5.965,103.914,52.5,5.6,0
-7.204,122.533,536.4,6.9,1
-20.252,-176.218,265.5,7,1
12.627,95.11,24.3,5.5,0
23.771,-45.368,9.7,6.4,1
8.403,-103.021,10,5.9,1
84.401,108.249,27.2,5.5,0
-18.209,-178.409,627.8,5.5,0
-2.285,-78.884,94.4,5.8,0
42.789,143.329,109.3,5.8,0
-19.95,-175.717,215.3,5.9,1
-20.07,-175.986,224.7,5.5,0
42.461,44.009,9.4,6.3,1
-58.285,-24.183,51.7,6.6,1
15.316,120.522,10,5.7,0
15.119,120.355,10,5.6,0
0.535,-25.452,10,5.7,0
10.098,125.855,71,6.1,1
15.08,120.585,10,5.5,0
0.13,149.285,37.5,5.9,1
-58.198,-24.837,33,5.8,0
-19.708,-177.792,431.7,5.5,0
1.196,122.787,31.4,7.5,1
1.173,122.882,20.7,5.6,0
13.399,-89.618,76.5,5.8,0
23.915,-108.549,10,6.2,1
-26.802,-63.349,558,7.3,1
-26.939,-63.272,578.4,5.6,0
58.318,-137.008,10,5.6,0
24.361,-108.233,10,5.5,0
34.26,-118,11,5.6,0
34.27,-117.993,8.049,5.8,0
-21.621,-114.234,10,5.5,0
-14.371,-13.562,10,5.7,0
-15.797,-75.016,21.4,6,1
-1.068,99.843,53.8,6.4,1
-23.233,-179.126,429.2,5.7,0
-8.146,124.689,29.1,5.7,0
-8.099,124.681,28.8,6.9,1
-3.775,135.864,37.2,5.6,0
-9.585,114.673,53.7,6.1,1
47.892,145.796,467.5,5.9,1
-13.108,-72.187,104.5,7,1
2.534,126.623,95.6,5.5,0
-16.713,167.518,26.2,5.6,0
23.227,-65.524,10,5.8,0
12.525,93.874,116.9,5.5,0
45.364,21.057,10.7,5.6,0
42.182,-125.641,11,6.9,1
48.738,154.933,40.5,6.2,1
36.334,71.119,212.9,6.7,1
45.172,150.794,24.3,5.6,0
50.935,-130.162,10,5.5,0
-3.989,-104.094,10,5.7,0
-8.122,121.76,32.1,5.8,0
8.224,94.112,26.9,5.5,0
44.888,22.407,11.6,5.6,0
54.565,-161.654,32.5,5.9,1
3.008,128.434,34.4,5.8,0
5.826,125.983,146.5,5.6,0
3.775,95.932,46.8,5.6,0
-6.122,130.227,108.8,5.8,0
36.52,44.066,25.5,5.5,0
17.818,-95.046,127.4,5.7,0
16.882,-101.39,33,5.8,0
1.831,-90.555,10,5.7,0
-14.22,-73.945,96,5.5,0
-17.082,174.4,13.1,5.7,0
1.177,-85.263,23.8,5.5,0
29.33,129.081,17.1,5.7,0
-0.912,-80.916,21.2,5.5,0
-21.363,-174.396,30.9,6,1
3.827,95.374,18.1,5.9,1
35.725,141.044,28.5,6,1
54.729,161.659,33,5.5,0
0.972,122.631,12.4,6.7,1
-23.32,-179.185,464.7,5.5,0
-3.141,130.32,33,5.9,1
-14.17,-14.255,10,5.7,0
52.791,-34.944,10,5.5,0
54.389,-169.296,274.8,6,1
-13.593,167.607,13.8,6.5,1
-45.558,-72.233,10,5.5,0
-45.815,-72.299,10,5.7,0
-16.064,168.01,170.8,6.3,1
52.823,-170.789,104.5,5.6,0
41.6611667,-125.8455,2.549,6.1,1
10.045,-69.948,10,5.6,0
40.2516667,-124.2858333,8.32,6,1
41.679,-125.856,1.303,7,1
-23.834,-179.79,534.7,5.5,0
-14.607,166.869,83.5,5.5,0
-6.065,130.368,148.6,5.7,0
-21.354,-174.174,33,5.5,0
18.959,-80.877,10,5.8,0
42.1,144.635,28.6,5.7,0
6.937,94.531,25.9,5.8,0
6.882,94.609,21.7,5.9,1
35.338,133.208,12.7,5.5,0
-22.23,179.639,599.3,5.9,1
-17.823,-115.975,10,5.5,0
-20.71,-177.749,376.3,5.7,0
-3.161,139.709,33,5.5,0
78.967,3.604,10,5.6,0
37.44,95.402,10,5.5,0
33.649,138.778,27.2,6.4,1
-17.91,-116.001,8.5,6.4,1
-17.921,-115.992,10.7,6.3,1
15.204,120.404,20.9,5.5,0
-24.103,-179.836,534.1,5.5,0
-40.25,175.053,87.5,5.6,0
12.796,143.927,33,5.5,0
51.256,-178.199,33,5.5,0
12.678,144.008,30.1,5.8,0
-17.879,-116.021,10,5.8,0
-31.512,-69.936,110.4,5.9,1
-13.246,167.139,162.8,5.5,0
14.646,-90.986,5,6.2,1
36.191,100.063,13.3,5.5,0
-16.232,-173.004,17,6.1,1
-9.283,158.62,25.6,5.5,0
-16.117,-173.245,28,5.7,0
-5.814,150.959,28,6.6,1
-20.878,-178.591,566.4,7,1
-20.941,-178.713,590.6,5.6,0
-10.272,161.064,95.4,5.6,0
-17.029,167.941,10,5.7,0
-16.817,167.887,10,5.5,0
-16.852,168.156,15.8,5.6,0
45.587,149.049,145.9,6,1
1.804,31.293,33,5.6,0
-17.505,-174.535,152,5.6,0
-2.769,153.07,27.5,5.6,0
-13.742,166.673,43.8,6.3,1
2.453,127.727,26.5,5.9,1
-56.097,-122.633,10,6.3,1
-9.094,158.442,23.4,7.2,1
-9.08,158.599,31.3,6.4,1
-9.026,158.356,18.9,6.1,1
-6.494,130.043,136.8,6.2,1
-4.524,135.375,22.5,5.9,1
-15.3,-173.556,35.5,6.1,1
28.533,-43.551,10,5.5,0
-24.295,-177.561,197.5,6.5,1
7.817,122.127,35.5,5.6,0
44.289,149.595,46.4,5.6,0
-9.012,117.17,96.7,5.5,0
30.78,78.774,10.3,6.8,1
